identifier,name
7401499166,"Snyder, James M."
7401505195,"Graham, Carol"
7401509168,"Kitamura, Yuichi"
7401532406,"Lane, Julia I."
7401576349,"Hansen, Lars Peter"
7401594388,"Harrison, Mark"
7401691878,"Harrison, Ann E."
7401702574,"Strauss, Jack K."
7401720259,"Hall, Bronwyn H."
7401729868,"Davidson, Russell"
7401765384,"Wei, Shang Jin"
7401890854,"Wilkinson, Jenny"
7401896887,"Porter, Robert H."
7401896887,"Porter, Robert H."
7402109381,"Rubin, Richard H."
7402165612,"Fox, Craig R."
7402181236,"Okazaki, Tetsuji"
7402210803,"Bütler, Monika"
7402219400,"De Vries, Jan J."
7402226219,"White, Lawrence J."
7402394632,"Morgan, Paul V."
7402404608,"Frank, Robert H."
7402542831,"Fang, Hanming"
7402558088,"Harrison, Glenn W."
7402754623,"Gordon, Roger H."
7402794720,"Fan, Jianqing"
7402848561,"Wright, Gavin"
7402857971,"Hamilton, Darrick"
7402886108,"Banerjee, Abhijit V."
7402886108,"Banerjee, Abhijit V."
7402886108,"Banerjee, Abhijit V."
7402920213,"Sen, Partha"
7402920213,"Sen, Partha"
7403019055,"Hansen, Bruce E."
7403051360,"Roth, Alvin E E."
7403076046,"Jackson, C. Kirabo"
7403076046,"Jackson, C. Kirabo"
7403102169,"Watson, Mark W."
7403166005,"Levine, David K."
7403166005,"Levine, David K."
7403288842,"Hall, Alastair R."
7403297046,"Anderson, Terry L."
7403325680,"Morris, Stephen A."
7403325680,"Morris, Stephen A."
7403325680,"Morris, Stephen A."
7403358368,"Ng, Serena"
7403358368,"Ng, Serena"
7403358368,"Ng, Serena"
7403442513,"Evans, William N."
7403492092,"Fan, Yanqin"
7403567872,"Yao, Yang"
7403567872,"Yao, Yang"
7403567872,"Yao, Yang"
7403704966,"Hamilton, James D."
7403704966,"Hamilton, James D."
7403713601,"Chang, Roberto"
7403735746,"Evans, George W."
7403912861,"Wright, Randall D."
7403912861,"Wright, Randall D."
7404069278,"Jackson, Matthew O."
7404069278,"Jackson, Matthew O."
7404069278,"Jackson, Matthew O."
7404069278,"Jackson, Matthew O."
7404720131,"Hughes, Joseph P."
7404982528,"Davies, James B."
7405407924,"Taylor, John B."
7406738737,"Smith, Gregor W."
7410310258,"Zhao, Jinhua"
7410394025,"Smith, Lones E."
7501720743,"Lin, Justin Yifu"
7801332902,"Ritschl, Albrecht O."
7801340430,"Worgotter, Andreas"
7801384206,"Méndez-Carbajo, Diego"
7801397191,"Ghartey, Edward E."
7801425684,"Ciccarone, Giuseppe"
7801425684,"Ciccarone, Giuseppe"
7801526189,"Vesterlund, Lise"
7801526189,"Vesterlund, Lise"
8048591900,"Fischer, Carolyn"
8060577100,"Kay, John A."
8067647200,"Silverman, Dan"
8104429100,"Lang, Kevin"
8134121900,"Renwick, Alan"
8142427700,"Eslava, Marcela"
8148112200,"Rubio-Ramírez, Juan Francisco"
8221099400,"Graham, Bryan S."
8228270800,"Jin, Ginger Zhe"
8231795800,"Fong, Yuk Fai"
8243889500,"Del Negro, Marco"
8288644500,"Coyle, Diane"
8293209700,"Costa-Font, Joan"
8370885800,"Backeberg, Gerhard R."
8414510600,"Doyon, Maurice A."
8422024900,"Hoffman, Phillip"
8576553900,"Primiceri, Giorgio E."
8587649100,"Jayachandran, Seema"
8587649100,"Jayachandran, Seema"
8596028400,"Lovejoy, Paul E."
8605234200,"Komunjer, Ivana"
8636360500,"Deschênes, Olivier"
8655842900,"Herring, Richard John"
8655842900,"Herring, Richard John"
8664461700,"Akyeampong, Emmanuel K."
8686318700,"Fortenbery, T. Randall"
8688087600,"Dormont, Brigitte Simone"
8694406000,"Snowberg, Erik C."
8699928000,"Antrobus, Geoff G."
8716236500,"Gopinath, Gita"
8889367800,"Fuchs-Schündeln, Nicola"
8889740400,"Chen, Yan"
8907534000,"Giacomini, Raffaella"
8947863300,"Dominese, Giorgio"
8961803300,"Petrongolo, Barbara"
8967584200,"Olken, Benjamin A."
8967584200,"Olken, Benjamin A."
8987174800,"Mitchener, Kris James"
9243821300,"Rossi, Barbara"
9277971900,"Crawford, Gregory S."
10041403600,"Lee, Sokbae"
10639219400,"Foster, Gigi"
11339162300,"Morrison, Edward R."
12344783300,"Notowidigdo, Matthew J."
12446689400,"Silvers, Damon A."
12769669800,"Blignaut, James N."
12787494100,"Shultz, George P."
12788600100,"Tertilt, Michèle"
12789914100,"Becker, Sascha O."
12796887500,"Rasul, Imran"
12798771400,"Tenreyro, Silvana"
12798771400,"Tenreyro, Silvana"
12805683300,"Hopkins, Antony G."
12806052600,"Karlan, Dean S."
13204605100,"Velasco, Andrés M."
13406543900,"Olewiler, Nancy D."
13409498900,"Nielsen, Morten Ørregaard"
13409765200,"Bargain, Olivier B."
13805189500,"Tirole, Jean"
13805189500,"Tirole, Jean"
13805189500,"Tirole, Jean"
13805990500,"Bai, Chongen"
14020518200,"Sawada, Yasuyuki"
14021476500,"Klein, Kurt K."
14026748800,"Gupta, Bishnupriya"
14042326300,"Schularick, Moritz"
14054161800,"Hsieh, Changtai"
14061755900,"Doole, Graeme J."
14631703900,"Bailey, Martha J."
15059322500,"Poloz, Stephen S."
15062413200,"Deffains, Bruno"
15126989700,"Maskin, Erik"
15131780300,"Howell, Bronwyn E."
15724760700,"Ho, Katherine"
15731886600,"Shahin, Wassim N."
15744122200,"Magingxa, Litha L."
15765617400,"Mogstad, Magne"
15832321600,"Lange, Fabian"
15849679900,"Szeidl, Adam"
16029809300,"Werning, Iván"
16030197300,"Enriques, Luca"
16034128900,"Forrest, Ian W."
16066560800,"Abramitzky, Ran"
16066560800,"Abramitzky, Ran"
16067253100,"Johnson, Noel D."
16069519700,"Rossi-Hansberg, Esteban"
16069519700,"Rossi-Hansberg, Esteban"
16308818600,"Duclos, Jean Yves"
16403994600,"Willen, Paul S."
16404646900,"Bouckaert, Boudewijn R.A."
16421794000,"Nelson, Julie A."
16429576800,"McElroy, Marjorie B."
16446204900,"Campbell, John Y."
16479864100,"Fels, Allan"
16665929200,"O'Sullivan, Mary A."
16678685100,"Austin, Gareth"
17342742600,"Malmendier, Ulrike"
17342742600,"Malmendier, Ulrike"
17344617400,"Schönberg, Uta"
17433674100,"Atkeson, Andrew"
17433808700,"Guvenen, Fatih"
17436557000,"Yülek, Murat Ali"
17436676000,"Yariv, Leeat"
18037194800,"Harstad, Bård"
18233850100,"Lin, Guijun"
18433415200,"Aysan, Ahmet Faruk"
18433415200,"Aysan, Ahmet Faruk"
18633756500,"Brownlow, Graham A."
18835870100,"Jones, Andrew Michael"
19337637000,"Pappa, Evi"
21733366800,"Saavedra, Jaime"
21739085700,"Gibson, John"
21739085700,"Gibson, John"
22634473300,"Dwyer, Janet C."
22933477100,"Diebolt, Claude"
22955553400,"Bandiera, Oriana"
22955553400,"Bandiera, Oriana"
22978369800,"Anderson, Siwan"
22986345800,"Rey, Patrick"
23006416200,"Ann Wheeler, Sarah"
23006416200,"Ann Wheeler, Sarah"
23008413600,"Duncan, Harley T."
23010318100,"Tekin, Erdal"
23013052900,"Philippon, Thomas"
23013052900,"Philippon, Thomas"
23092243400,"Shaikh, Azeem M."
23098355300,"Martinelli, César"
23166985700,"Diebold, Francis X."
23392531700,"Kawai, Masahiro"
23392547200,"Kojima, Fuhito"
23393113300,"McCauley, Robert N."
23393113300,"McCauley, Robert N."
23394007700,"Sannikov, Yuliy"
23397653100,"Morsy, Hanan"
23397653100,"Morsy, Hanan"
23469896600,"Kaplan, Greg"
23489450000,"Lorincz, Szabolcs"
23568944000,"Stuckler, David"
23669289500,"Stanford, Jim"
23768480900,"Schivardi, Fabiano"
23982055200,"Buncic, Daniel"
23987690200,"Jooste, André M."
23988916700,"Ñopo, Hugo"
23988916700,"Ñopo, Hugo"
24071551100,"Nunn, Nathan"
24071551100,"Nunn, Nathan"
24071551100,"Nunn, Nathan"
24080058700,"Guerrieri, Veronica"
24080058700,"Guerrieri, Veronica"
24279383300,"Huang, Kevin X.D."
24280795100,"Hillbom, Ellen"
24281217000,"Bombardini, Matilde"
24281217000,"Bombardini, Matilde"
24283241600,"Dijk, Herman Kvan"
24295725400,"Dasgupta, Partha Sarathi"
24352774800,"Orr, Adrian"
24364994500,"Snowden, Kenneth A."
24368547500,"Buchanan, Michael J."
24398277700,"Bagues, Manuel F."
24426717700,"Blanchard, Olivier Jean"
24426717700,"Blanchard, Olivier Jean"
24500556700,"Lipton, David A."
24515708100,"Papademos, Lucas D."
24523867800,"Wyplosz, Charles A."
24524813300,"Delbeke, Jos"
24554456900,"Wong, Roy Bin"
24743474300,"Alston, Julian M."
24764534000,"de Nardi, Mariacristina"
24765953300,"Boustan, Leah Platt"
24777982200,"Kim, Chang-jin"
24785892200,"Akgiray, Vedat"
25123445100,"Tan Kong Yam, Kongyam"
25421551900,"Bilgin, Mehmet Hüseyin"
25421551900,"Bilgin, Mehmet Hüseyin"
25638688000,"Nakamura, Emi"
25644089000,"Corak, Miles"
25925099800,"Kannan, Prakash"
25930882300,"Galichon, Alfred"
25937160800,"Bonhomme, Stéphane"
25947369500,"Everaers, Pieter"
26026553700,"Belasco, Eric J."
26533997900,"Blattman, Christopher"
26534648300,"Majumdar, Adrian"
26540876200,"Boxall, P. C."
26657404900,"Khan, Mohammed Ali"
26662213300,"Hunt, Jennifer"
34770532000,"Grimes, Arthur"
34770532000,"Grimes, Arthur"
35117725800,"Guenther, Dirk"
35118656000,"de la Mano, Miguel"
35148358400,"Sivan, Balasubramanian"
35230440400,"Lichtenberg, Frank R."
35280603000,"Schomaker, Rahel M."
35281139200,"Williamson, Stephen D."
35281139200,"Williamson, Stephen D."
35281139200,"Williamson, Stephen D."
35291305300,"Cook, Lisa D."
35291662500,"Dupas, Pascaline"
35291662500,"Dupas, Pascaline"
35291747300,"Cummins, Neil K."
35291870800,"Dell, Melissa"
35291870800,"Dell, Melissa"
35319117000,"Zhou, Guofu"
35345526300,"Nishimura, Kiyohiko Giichi"
35350444400,"Phillips, Peter C.B."
35410132200,"McFadden, Dawn Thilmany"
35422484100,"Hsiao, Cheng"
35422484100,"Hsiao, Cheng"
35422484100,"Hsiao, Cheng"
35422484100,"Hsiao, Cheng"
35431277400,"Smith, James Patrick"
35520090000,"Rijkers, Bob"
35568978100,"Hatton, Timothy T."
35577655200,"Collins, William J."
35578894000,"Zilberman, David D."
35608276300,"Kerr, Suzi C."
35609566300,"Molinari, Francesca"
35770964400,"Lee, Jongwha"
35775352400,"Lavoie, Marc"
35784348400,"Fang, Cai"
35813719500,"Safadi, Raed"
35832594400,"Decker, Stephanie"
35913102000,"Ghezzi, Piero"
35941945600,"Townsend, Robert M."
35942348700,"Fraser, Nancy"
35943255600,"Mamdani, Mahmood"
35945139200,"Machin, Stephen J."
35955993400,"Fletcher, Amelia"
35986133900,"Humphries, Jane"
36005406300,"James, Harold"
36057182800,"Natividad, Gabriel"
36084396400,"Gan, Li"
36118045500,"Mlambo, Alois S."
36137396900,"Kühn, Kai Uwe"
36162956500,"Dai, Jie"
36169857800,"Hornbeck, Richard"
36169857800,"Hornbeck, Richard"
36437467200,"Motta, Massimo"
36437467200,"Motta, Massimo"
36450056900,"Ba, Shusong"
36498392300,"Marglin, Stephen A."
36559982000,"Meyer, Ferdinand H."
36559982000,"Meyer, Ferdinand H."
36560487300,"Strauss, P. G."
36615241800,"Hudson, Pat"
36624566500,"Zhang, Jun"
36668649500,"Jacobs, Peter T."
36681489800,"Mabaya, Edward"
36722250400,"Syrgkanis, Vasilis"
36830266600,"Mazur, Mark J."
36840355500,"Sheldon, Ian M."
36855016400,"Tucker, Paul"
36868188600,"Kellogg, Ryan"
36884536000,"Coleman, Andrew P."
36917707200,"Shapiro, Joseph S."
36936975200,"Arellano, Manuel"
36936975200,"Arellano, Manuel"
36936975200,"Arellano, Manuel"
36940608700,"Deaton, Brady James"
36948375900,"Moser, Petra"
36987001400,"Stevens, Glenn"
36988016000,"Grosskopf, Ofer"
36988065200,"Huillery, Elise"
36991192600,"Upton, Simon"
37014229300,"Zafar, Basit"
37043599600,"Chang, Pao Li"
37047426300,"Kowalski, Amanda E."
37100408600,"Ossa, Ralph"
37761347700,"del Carpio, Ximena V."
39462037100,"Redmond, Fred"
39761721400,"Hull, Peter D."
39861466300,"Liebenberg, Frikkie G."
39862225700,"Timmermann Vy, Allan"
42462522500,"van der Heijden, Jeroen"
44261426200,"Ngomane, Tsakani"
44261426200,"Ngomane, Tsakani"
44462147000,"Tebaldi, Pietro"
45661812700,"Noureldin, Diaa"
50261683000,"Fonteijn, Chris"
54387197200,"Petrova, Maria"
54685374200,"Tombe, Trevor"
54784057100,"Cantoni, Davide"
54784057100,"Cantoni, Davide"
54974204800,"Dadgar, Yadollah"
54974249500,"Voena, Alessandra"
54989473000,"Greenhalgh, Suzie"
55132029600,"Parisi, Francesco"
55147487400,"Bloom, Nicholas"
55147487400,"Bloom, Nicholas"
55173810100,"Nyamunda, Tinashe"
55173810100,"Nyamunda, Tinashe"
55198960000,"Pincheira, Pablo M."
55204982400,"Donaldson, Dave"
55204982400,"Donaldson, Dave"
55237651100,"Ito, Takatoshi"
55252815700,"Stojčić, Nebojša"
55331486100,"Freeman, Richard"
55463835400,"Green, David A."
55463835400,"Green, David A."
55463835400,"Green, David A."
55464900100,"Jones, Larry E."
55466056800,"Scott, Robert E."
55467215200,"Wang, Neng"
55472873600,"White, Mark D."
55480136500,"Jani, Anant"
55525691700,"Mohieldin, Mahmoud"
55526749000,"Theron, Edwin"
55544120700,"Huang, Jikun"
55551128200,"Zhigang, Yuan"
55556028400,"Juif, Dácil Tania"
55581900300,"Malik, Adeel"
55583618200,"Franco, Gustavo H B"
55584242900,"Pan, Jessica"
55584242900,"Pan, Jessica"
55650486100,"Bourguignon, Françoìs J."
55650486100,"Bourguignon, Françoìs J."
55653948700,"Brook, Anne Marie"
55664395400,"Spotton Visano, Brenda"
55665917100,"Brorsen, B. Wade"
55684356800,"Katz, Michael L."
55697368300,"Müller, Ulrich K."
55709003500,"Taylor, Michael Scott"
55709003500,"Taylor, Michael Scott"
55709003500,"Taylor, Michael Scott"
55716988300,"Huang, Yiping"
55721626100,"Zhang, ZhongXiang"
55733557800,"Moore, John"
55746369800,"Smith, Richard David"
55756780300,"Langus, Gregor"
55790954200,"Feir, Donna L."
55824265200,"Fontana, Giuseppe"
55824766400,"Dixit, Avinash"
55824981800,"Piffaut, Henri"
55832249900,"Boyer, M. Martin"
55843663500,"Šadl, Urška"
55868364000,"Edenhofer, Ottmar"
55879402000,"Güell, Maia"
55879550800,"Wamboye, Evelyn F."
55890091300,"Bénassy-Quéré, Agnès"
55892857100,"Dhingra, Swati"
55899210700,"Hamada, Koichi"
55900337400,"Martin, Philippe"
55900337400,"Martin, Philippe"
55902808000,"Kirman, Alan P."
55909956200,"Zha, Tao"
55916410600,"Trannoy, Alain"
55918759700,"Kalaba, Mmatlou W."
55934870000,"Thibodeau, David R."
55939990800,"Deaton, Angus S."
55942109100,"McGrattan, Ellen R."
55942109100,"McGrattan, Ellen R."
55942375000,"Hofstede, Gert Jan"
55946111500,"Dolton, Peter J."
55946273600,"Lleras-Muney, Adriana"
55947325200,"de Mooij, Ruud A."
55952422500,"Zenou, Yves"
55953326600,"Auerbach, Alan J."
55953326600,"Auerbach, Alan J."
55955125200,"Mizala, Alejandra"
55956994900,"Kloppenburg, Norbert"
55968025200,"Plochg, Thomas"
55968025200,"Plochg, Thomas"
55970444200,"Ayres, Ian"
55971738500,"Coast, Joanna"
55999968100,"Baldwin, Richard E."
56009422500,"Brunnermeier, Markus K."
56009422500,"Brunnermeier, Markus K."
56017557900,"Schnabel, Isabel"
56034220500,"Teo, Kelvin Yi Chong"
56037546900,"Stantcheva, Stefanie"
56037546900,"Stantcheva, Stefanie"
56037568700,"Ashenfelter, Orley C."
56037568700,"Ashenfelter, Orley C."
56037568700,"Ashenfelter, Orley C."
56038072600,"Hendren, Nathaniel"
56053571100,"Choon, Chia Ngee"
56090600300,"Cohen, Marjorie Griffin"
56095863100,"Bon, Julie"
56099145900,"Chen, Zhiwu"
56109927500,"Martin, Alberto"
56161657400,"Adesina, Olutayo Charles"
56193715600,"Blotevogel, Robert"
56209547400,"Fumagalli, Chiara"
56211794400,"Fehr, Ernst"
56240427600,"Chetty, Raj A.J."
56240427600,"Chetty, Raj A.J."
56240427600,"Chetty, Raj A.J."
56243126500,"Goldberg, Pinelopi K."
56249151400,"Stevenson, Betsey"
56249151400,"Stevenson, Betsey"
56251682700,"Behrens, Kristian"
56257581700,"Falk, Armin"
56260191600,"McFadden, Daniel L."
56275962900,"Wheeler, David M."
56352562700,"Reguant, Mar"
56359052800,"Havlik, Peter"
56451479700,"Gardner, Leigh A."
56457863700,"Emanuel, Ezekiel J."
56478640200,"Hammitt, James"
56528363100,"Garces-Tolon, Eliana"
56534191600,"Svorenčík, Andrej"
56538535000,"O’Sullivan, Mary A."
56543416900,"Pienaar, Louw Petrus"
56544124000,"Webster, Beth"
56556826300,"Cetorelli, Nicola"
56580592100,"Pesaran, M. Hashem"
56586880400,"Schoenberg, Uta"
56809399700,"Chuen, David Lee Kuo"
56825770400,"Reddell, Michael"
56879968900,"Wessel, David"
56891084200,"Cinar Mine, E."
56891084200,"Cinar Mine, E."
56912097500,"Bekker, Pieter"
56931533500,"Skinner, Mel"
56944299300,"Fry, Julie M."
56979282700,"Bellido, Waldo Mendoza"
57001287600,"Ivaldi, Marc"
57046875000,"Coaldrake, Peter"
57061920500,"McCarthy, Gina A."
57160638700,"Brown, Brendan"
57160638700,"Brown, Brendan"
57160638700,"Brown, Brendan"
57169514100,"Liang, Tan Swee"
57183780700,"Waring, Marilyn"
57188959123,"Delorey, Randy"
57189228854,"Blundell, Richard W."
57189228854,"Blundell, Richard W."
57189228854,"Blundell, Richard W."
57189455337,"Kwan, Chowhwee"
57189462393,"Radics, Robert I."
57189831106,"Barrett, Christopher L."
57189926952,"Rashbrooke, Max"
57190447344,"King, Murray E."
57190492381,"Roberts, Mark J."
57190601262,"Ploeg, Rick Van Der"
57190687366,"Azar, José A."
57191341322,"Wang, Ping"
57191531658,"Chen, Daniel L."
57191581430,"Denne, Tim"
57192158264,"Rosenberg, Bill"
57193201670,"Cowen, Tim"
57193220429,"Levy, Nicholas"
57193535703,"Cheung, Lydia"
57193574256,"Chamlou, Nadereh"
57193654634,"Hai, Wen"
57193654634,"Hai, Wen"
57193725198,"Delport, Marion"
57193953823,"O’Brien, Daniel W."
57194269997,"Kube, Roland"
57194334377,"Durand, Benoît"
57194410152,"Lukongo, Onyumbe Enumbe B."
57194487002,"Patterson, Jacqueline"
57194663452,"Fernández, Cani"
57194752189,"Caffarra, Cristina"
57195260460,"Khan, Lisa"
57195644473,"Janvry, Alain De"
57196343055,"Yang, Yao"
57197317854,"Maloney, William F."
57198017028,"Padilla, A. Jorge"
57198433819,"Robinson, James A."
57198433819,"Robinson, James A."
57198433819,"Robinson, James A."
57198632088,"Levy, Santiago"
57198632088,"Levy, Santiago"
57200913707,"Stern, Lord Nicholas"
57200913707,"Stern, Lord Nicholas"
57200915809,"Brooks, Karen"
57200916074,"Cooper, Claudia"
57200941617,"Kendall, Peter"
57201099981,"Strauss, John"
57202652102,"Lacroix, Guy"
57202941067,"Bradbury, David"
57203028855,"Rutherford, Malcolm"
57203083791,"Sandholm, Thomas W."
57203105658,"Collier, Paul"
57203132817,"Angeletos, George Marios"
57203237053,"McAusland, Carol"
57203240683,"Einav, Liran"
57203240683,"Einav, Liran"
57203285766,"Krusell, Per"
57203285766,"Krusell, Per"
57203376741,"Liu, Gordon Guoen"
57203380752,"Chen, Xiaohong"
57203419683,"Oreopoulos, Philip"
57203446148,"Thilmany, Dawn D."
57203506168,"Schnell, Molly K."
57203533753,"Smith, Jeffrey Andrew"
57203583661,"Smith, Fiona"
57203606990,"Giorcelli, Michela"
57203737478,"Hassan, M. Kabir"
57203777723,"Wang, Hua"
57204014009,"Amponsah Odei, Samuel"
57204014009,"Amponsah Odei, Samuel"
57204026070,"Lofaro, Andrea"
57204245432,"McAllister, Ian"
57204379078,"Melitz, Marc J."
57206163289,"Mullahy, John"
57207551393,"Alger, Ingela"
57207565710,"Ragan, Christopher"
57208457063,"Stiglitz, Joseph E."
57208457063,"Stiglitz, Joseph E."
57208457063,"Stiglitz, Joseph E."
57210218210,"Berry, Mark"
57210379826,"Tomlinson, Jim"
57210508309,"Hansen, Christian B."
57210907106,"Payne, Tim"
57211458520,"Marriott, Lisa K."
57212389672,"Bermeo-Alvear, Santiago A."
57212561547,"Leining, Catherine"
57213463503,"Brooks, Benjamin P."
57215079993,"Chester, Karen"
57216682972,"Weiss, Antonio E."
57218227795,"Odendaal, Hanjo"
57218613782,"Evison, David C."
57219463733,"Saito, Osamu"
57219789123,"Ling, Selena"
57219834464,"Harper, Ian R."
57220204772,"Gallardo, Jose"
57220210687,"Fu, Haishan"
57221465895,"de la Escosura, Leandro Prados"
57221543095,"Heatley, Dave"
57221815494,"Derenoncourt, Ellora"
57221869629,"Wang, Tongsan"
57221939269,"Neilson, William"
57222377821,"Taylor, A. M.Robert"
57223630022,"Hanson, Peter M."
6602122031,"Ker, Alan P."
6602163460,"Ashraf, Nava"
6602346419,"La Ferrara, Eliana"
6602346419,"La Ferrara, Eliana"
6602346419,"La Ferrara, Eliana"
6602597836,"Hoxby, Caroline Minter"
6602745022,"Fowlie, Meredith L."
6603076581,"Osberg, Lars S."
6603092072,"Lemieux, Thomas"
6603164741,"Ghilarducci, Teresa"
6603191591,"Udry, Christopher R."
6603191591,"Udry, Christopher R."
6603271202,"Zilibotti, Fabrizio"
6603299075,"Gangadharan, Lata"
6603471571,"Hoynes, Hilary Williamson"
6603471571,"Hoynes, Hilary Williamson"
6603471571,"Hoynes, Hilary Williamson"
6603471571,"Hoynes, Hilary Williamson"
6603548058,"Plug, Erik J.S."
6603691303,"Athey, Susan"
6603813018,"Christiano, Lawrence J."
6603999193,"Folbre, Nancy R."
6701579737,"Corsetti, Giancarlo"
6701822305,"Veeman, Michele M."
7003263580,"Rodrik, Dani"
7003483273,"Acemoglu, Daron"
7003772787,"Dekel, Eddie"
7003772787,"Dekel, Eddie"
7003772787,"Dekel, Eddie"
7004203407,"Aghion, Philippe"
7004587587,"Saez, Emmanuel"
7004612674,"Uhlig, Harald F."
7004879151,"Pande, Rohini P."
7004986548,"Rust, John P."
7005579308,"Greenstone, Michael"
7006834393,"Dickey, David A."
7101962367,"Finkelstein, Amy N."
7102895871,"Todd, Petra E."
7102895871,"Todd, Petra E."
7102924995,"Krueger, Anne O."
7102945561,"McElwain, Terry F."
7102951338,"Griffith, Rachel"
7102951338,"Griffith, Rachel"
7103197968,"Keane, Michael P."
7103404192,"McCluskey, Jill J."
7202114481,"Hobbs, Jill E."
7401532406,"Lane, Julia I."
7402404608,"Frank, Robert H."
7402857971,"Hamilton, Darrick"
7402857971,"Hamilton, Darrick"
7403288842,"Hall, Alastair R."
7403325680,"Morris, Stephen A."
7501720743,"Lin, Justin Yifu"
8587649100,"Jayachandran, Seema"
8694406000,"Snowberg, Erik C."
13805189500,"Tirole, Jean"
14020518200,"Sawada, Yasuyuki"
16446204900,"Campbell, John Y."
16678685100,"Austin, Gareth"
17344617400,"Schönberg, Uta"
22955553400,"Bandiera, Oriana"
23013052900,"Philippon, Thomas"
24368547500,"Buchanan, Michael J."
25638688000,"Nakamura, Emi"
36137396900,"Kühn, Kai Uwe"
36437467200,"Motta, Massimo"
36936975200,"Arellano, Manuel"
36936975200,"Arellano, Manuel"
36987001400,"Stevens, Glenn"
55204982400,"Donaldson, Dave"
55237651100,"Ito, Takatoshi"
55832249900,"Boyer, M. Martin"
55939990800,"Deaton, Angus S."
55942109100,"McGrattan, Ellen R."
57203419683,"Oreopoulos, Philip"
57208457063,"Stiglitz, Joseph E."
57208457063,"Stiglitz, Joseph E."
